subject,repeat,scenario,method,accuracy,macro_f1
106,2,stable,CWR,0.6871816638370118,0.6214723277199453
106,2,stable,CWR_frozen,0.6871816638370118,0.6214723277199453
106,2,stable,plain_GCCA,0.6392190152801358,0.562766478617502
106,2,stable,concat_PCA,0.7644312393887945,0.6622382215241238
106,2,stable,ALS,0.7707979626485568,0.6684174286455701
106,2,stable,late_fusion,0.9028013582342954,0.8618832354037375
106,2,rotation,CWR,0.6999151103565365,0.6344235559925514
106,2,rotation,CWR_frozen,0.44609507640067914,0.362429382493052
106,2,rotation,plain_GCCA,0.39728353140916806,0.3113282475832632
106,2,rotation,concat_PCA,0.36587436332767403,0.2895242892400809
106,2,rotation,ALS,0.3671477079796265,0.2886285975430725
106,2,rotation,late_fusion,0.8149405772495756,0.7393931478190371
106,2,axis_loss,CWR,0.6731748726655348,0.6071659404357322
106,2,axis_loss,CWR_frozen,0.6595925297113752,0.6053743633862303
106,2,axis_loss,plain_GCCA,0.6311544991511036,0.5915857145528387
106,2,axis_loss,concat_PCA,0.7292020373514432,0.6414204316525989
106,2,axis_loss,ALS,0.7270797962648556,0.6390962348528112
106,2,axis_loss,late_fusion,0.8518675721561969,0.7652644200148643
106,2,rotation_axis_loss,CWR,0.6939728353140917,0.6311043985274126
106,2,rotation_axis_loss,CWR_frozen,0.4227504244482173,0.3677999952125832
106,2,rotation_axis_loss,plain_GCCA,0.4151103565365025,0.3197759603051264
106,2,rotation_axis_loss,concat_PCA,0.4388794567062818,0.34440858962613374
106,2,rotation_axis_loss,ALS,0.42869269949066213,0.3440773736972506
106,2,rotation_axis_loss,late_fusion,0.8009337860780985,0.7188514781000439
107,0,stable,CWR,0.4766483516483517,0.5067597224907805
107,0,stable,CWR_frozen,0.4766483516483517,0.5067597224907805
107,0,stable,plain_GCCA,0.4958791208791209,0.5184701147333808
107,0,stable,concat_PCA,0.6973443223443223,0.539415426965968
107,0,stable,ALS,0.7225274725274725,0.5675918682340011
107,0,stable,late_fusion,0.8827838827838828,0.7990249952212513
107,0,rotation,CWR,0.4858058608058608,0.4685337307743693
107,0,rotation,CWR_frozen,0.35210622710622713,0.36522561329811826
107,0,rotation,plain_GCCA,0.434981684981685,0.4295351949667811
107,0,rotation,concat_PCA,0.42445054945054944,0.2574831393114512
107,0,rotation,ALS,0.4043040293040293,0.25590790758392684
107,0,rotation,late_fusion,0.6245421245421245,0.589478644696281
107,0,axis_loss,CWR,0.4899267399267399,0.4803809831569789
107,0,axis_loss,CWR_frozen,0.4899267399267399,0.4803809831569789
107,0,axis_loss,plain_GCCA,0.4423076923076923,0.4580501060086473
107,0,axis_loss,concat_PCA,0.6410256410256411,0.4931555041241209
107,0,axis_loss,ALS,0.6492673992673993,0.5071722375541341
107,0,axis_loss,late_fusion,0.7884615384615384,0.7116690852683787
107,0,rotation_axis_loss,CWR,0.48214285714285715,0.465411372662895
107,0,rotation_axis_loss,CWR_frozen,0.43956043956043955,0.434535757822794
107,0,rotation_axis_loss,plain_GCCA,0.33516483516483514,0.27321791289444514
107,0,rotation_axis_loss,concat_PCA,0.4977106227106227,0.33295507145652875
107,0,rotation_axis_loss,ALS,0.45787545787545786,0.31555851585628464
107,0,rotation_axis_loss,late_fusion,0.6497252747252747,0.6093126678371686
107,1,stable,CWR,0.5293040293040293,0.5351008687070086
107,1,stable,CWR_frozen,0.4739010989010989,0.5056420440585894
107,1,stable,plain_GCCA,0.565018315018315,0.5720926137881441
107,1,stable,concat_PCA,0.7316849816849816,0.6387973506422436
107,1,stable,ALS,0.7394688644688645,0.6448169134149295
107,1,stable,late_fusion,0.8827838827838828,0.7991154873993921
107,1,rotation,CWR,0.4775641025641026,0.4623882094461236
107,1,rotation,CWR_frozen,0.35210622710622713,0.3647631597399275
107,1,rotation,plain_GCCA,0.3241758241758242,0.3068296144959155
107,1,rotation,concat_PCA,0.39880952380952384,0.2978504122425168
107,1,rotation,ALS,0.3841575091575092,0.2856239937042801
107,1,rotation,late_fusion,0.6767399267399268,0.6163846010274917
107,1,axis_loss,CWR,0.4880952380952381,0.4812828154572595
107,1,axis_loss,CWR_frozen,0.4880952380952381,0.4812828154572595
107,1,axis_loss,plain_GCCA,0.565018315018315,0.5551816619304201
107,1,axis_loss,concat_PCA,0.6428571428571429,0.5013961436004255
107,1,axis_loss,ALS,0.646978021978022,0.5079662508327177
107,1,axis_loss,late_fusion,0.7866300366300366,0.711524360346794
107,1,rotation_axis_loss,CWR,0.47527472527472525,0.46167983420778275
107,1,rotation_axis_loss,CWR_frozen,0.36446886446886445,0.3860803026527886
107,1,rotation_axis_loss,plain_GCCA,0.2980769230769231,0.22290244594662298
107,1,rotation_axis_loss,concat_PCA,0.38553113553113555,0.31519308281062774
107,1,rotation_axis_loss,ALS,0.3804945054945055,0.31903656766129473
107,1,rotation_axis_loss,late_fusion,0.565018315018315,0.5432171825846942
107,2,stable,CWR,0.4739010989010989,0.5042435330029021
107,2,stable,CWR_frozen,0.4739010989010989,0.5042435330029021
107,2,stable,plain_GCCA,0.5421245421245421,0.5087790461385607
107,2,stable,concat_PCA,0.7152014652014652,0.6166942491443321
107,2,stable,ALS,0.733058608058608,0.6391839981408517
107,2,stable,late_fusion,0.8832417582417582,0.7995113548952433
107,2,rotation,CWR,0.4748168498168498,0.49817146338426993
107,2,rotation,CWR_frozen,0.37042124542124544,0.38233026091979655
107,2,rotation,plain_GCCA,0.3740842490842491,0.382371376870797
107,2,rotation,concat_PCA,0.4010989010989011,0.2965837527392951
107,2,rotation,ALS,0.40705128205128205,0.303696538149569
107,2,rotation,late_fusion,0.6836080586080586,0.6289454738122651
107,2,axis_loss,CWR,0.5215201465201466,0.5395946710096733
107,2,axis_loss,CWR_frozen,0.5215201465201466,0.5395946710096733
107,2,axis_loss,plain_GCCA,0.5622710622710623,0.5558437741328244
107,2,axis_loss,concat_PCA,0.5608974358974359,0.430770957629199
107,2,axis_loss,ALS,0.5659340659340659,0.44226079367705234
107,2,axis_loss,late_fusion,0.7518315018315018,0.6878030062662748
107,2,rotation_axis_loss,CWR,0.4899267399267399,0.46939440160785056
107,2,rotation_axis_loss,CWR_frozen,0.42445054945054944,0.42463862225913945
107,2,rotation_axis_loss,plain_GCCA,0.4935897435897436,0.47654583715462295
107,2,rotation_axis_loss,concat_PCA,0.3067765567765568,0.20083878426375854
107,2,rotation_axis_loss,ALS,0.3191391941391941,0.22753911464144175
107,2,rotation_axis_loss,late_fusion,0.6341575091575091,0.5847487352299171
108,0,stable,CWR,0.546225272507065,0.5289513764291788
108,0,stable,CWR_frozen,0.546225272507065,0.5289513764291788
108,0,stable,plain_GCCA,0.5708518368994752,0.45038135293957304
108,0,stable,concat_PCA,0.5405732741219217,0.516361627611699
108,0,stable,ALS,0.6063786838918046,0.5860660826804255
108,0,stable,late_fusion,0.7242632216390795,0.7093085533320087
108,0,rotation,CWR,0.49656842955187724,0.47422181603362445
108,0,rotation,CWR_frozen,0.534517561566411,0.4849844112691228
108,0,rotation,plain_GCCA,0.45296729915220024,0.34991463133739176
108,0,rotation,concat_PCA,0.36778360920468306,0.24124724325858674
108,0,rotation,ALS,0.47153815098909974,0.3597205196242765
108,0,rotation,late_fusion,0.5639886960032298,0.5369761457434618
108,0,axis_loss,CWR,0.5797335486475576,0.5522537076461204
108,0,axis_loss,CWR_frozen,0.5797335486475576,0.5522537076461204
108,0,axis_loss,plain_GCCA,0.5074687121517966,0.41152970887873225
108,0,axis_loss,concat_PCA,0.5450141299959629,0.4778671633020357
108,0,axis_loss,ALS,0.5405732741219217,0.4713174466582783
108,0,axis_loss,late_fusion,0.5874041178845377,0.5837685532274924
108,0,rotation_axis_loss,CWR,0.5094872830036334,0.48154734100847096
108,0,rotation_axis_loss,CWR_frozen,0.5240209931368591,0.490607869977648
108,0,rotation_axis_loss,plain_GCCA,0.4981832862333468,0.4074574664414398
108,0,rotation_axis_loss,concat_PCA,0.2983447719014937,0.23945007624695802
108,0,rotation_axis_loss,ALS,0.40492531287848205,0.354771040110037
108,0,rotation_axis_loss,late_fusion,0.5244247073072265,0.5104395989783451
108,1,stable,CWR,0.5446104158255954,0.5293833821136014
108,1,stable,CWR_frozen,0.5446104158255954,0.5293833821136014
108,1,stable,plain_GCCA,0.4872830036334275,0.385639473622494
108,1,stable,concat_PCA,0.6265643924101736,0.5673175600898307
108,1,stable,ALS,0.6402906742026645,0.5786093301910356
108,1,stable,late_fusion,0.7258780783205491,0.7089041530275845
108,1,rotation,CWR,0.48526443278159065,0.46559729318735094
108,1,rotation,CWR_frozen,0.4759790068631409,0.4258673696593496
108,1,rotation,plain_GCCA,0.4259184497375858,0.3082736350475383
108,1,rotation,concat_PCA,0.34033104561970123,0.29126616117970516
108,1,rotation,ALS,0.35244247073072266,0.29865446405558366
108,1,rotation,late_fusion,0.5187727089220832,0.4842727749463
108,1,axis_loss,CWR,0.5575292692773516,0.5130142690543457
108,1,axis_loss,CWR_frozen,0.5575292692773516,0.5130142690543457
108,1,axis_loss,plain_GCCA,0.4703270084779976,0.3280214564837135
108,1,axis_loss,concat_PCA,0.5551069842551474,0.4794964149020853
108,1,axis_loss,ALS,0.563181267662495,0.4884487991155657
108,1,axis_loss,late_fusion,0.5857892612030682,0.5551788722957326
108,1,rotation_axis_loss,CWR,0.5115058538554703,0.4717407367968571
108,1,rotation_axis_loss,CWR_frozen,0.5115058538554703,0.4717407367968571
108,1,rotation_axis_loss,plain_GCCA,0.4307630197819943,0.31468234281696333
108,1,rotation_axis_loss,concat_PCA,0.3556721840936617,0.2902892349472978
108,1,rotation_axis_loss,ALS,0.3798950343157045,0.3063053584199253
108,1,rotation_axis_loss,late_fusion,0.5551069842551474,0.5353566969510777
108,2,stable,CWR,0.5442067016552281,0.5281441822119023
108,2,stable,CWR_frozen,0.5442067016552281,0.5281441822119023
108,2,stable,plain_GCCA,0.505853855470327,0.443260633610983
108,2,stable,concat_PCA,0.6237383932176019,0.5221892391763269
108,2,stable,ALS,0.6443278159063384,0.5330150229545282
108,2,stable,late_fusion,0.724666935809447,0.7080700109071928
108,2,rotation,CWR,0.48041986273718207,0.4699038048688655
108,2,rotation,CWR_frozen,0.4493338716188938,0.4114060979864742
108,2,rotation,plain_GCCA,0.3597093257973355,0.2804359693719816
108,2,rotation,concat_PCA,0.38595074687121517,0.33586769256876264
108,2,rotation,ALS,0.39604360113039966,0.3535189639397689
108,2,rotation,late_fusion,0.4557932983447719,0.42135809044945455
108,2,axis_loss,CWR,0.5571255551069842,0.5111467013869456
108,2,axis_loss,CWR_frozen,0.5571255551069842,0.5111467013869456
108,2,axis_loss,plain_GCCA,0.4618490109002826,0.3270337829912284
108,2,axis_loss,concat_PCA,0.47517157852240616,0.43116159921285346
108,2,axis_loss,ALS,0.4921275736778361,0.41708299623832984
108,2,axis_loss,late_fusion,0.5845781186919661,0.5529717074996964
108,2,rotation_axis_loss,CWR,0.4683084376261607,0.45216160810901246
108,2,rotation_axis_loss,CWR_frozen,0.4683084376261607,0.45216160810901246
108,2,rotation_axis_loss,plain_GCCA,0.312474767864352,0.263486462263311
108,2,rotation_axis_loss,concat_PCA,0.3633427533306419,0.3091569380708877
108,2,rotation_axis_loss,ALS,0.3839321760193783,0.32961005833510876
108,2,rotation_axis_loss,late_fusion,0.45215987081146547,0.4138203767713217
